# id:12--12--12-0 
0.05,0.03,-1
-0.77,-0.47,-1
0.25,0.91,-1
0.67,1,-1
0.35,0.71,-1
-0.43,0.79,-1
0.04,0.8,-1
0.99,-0.26,-1
0.59,-0.94,1
-0.85,-0.36,-1
0.06,0.7,-1
0.34,0.94,-1
-0.9,0.19,-1
-0.37,-0.15,1
0.87,-0.8,-1
0.34,-0.22,1
-0.05,0.82,-1
0.53,0.81,-1
-0.36,0.39,-1
-0.71,0.54,-1
0.64,-0.4,-1
-1,0.94,-1
-0.1,-0.96,1
0.7,-0.32,-1
-0.51,-0.46,1
0,0.88,-1
0.28,-0.18,1
0.36,-0.65,1
-0.81,0,-1
0.09,0.29,-1
-0.37,-0.07,1
0.88,-0.07,-1
0.05,0.83,-1
0.41,0.53,-1
-0.38,-0.98,1
-0.96,0.02,-1
-0.77,-0.71,1
-0.76,0.66,-1
-0.95,0.86,-1
0.26,-0.06,1
1,0.57,-1
0.33,0.44,-1
-0.4,-0.52,1
0.93,0.9,-1
0.92,-0.48,-1
-0.54,-0.44,1
-0.12,-0.2,1
-0.88,0.04,-1
0.73,0.1,-1
-0.68,-0.64,1
-0.79,-0.65,-1
0.03,0.69,-1
-0.23,-0.72,1
-0.65,-0.8,1
0.46,-0.88,1
-0.42,-0.42,1
-0.27,0.47,-1
0.17,0.59,-1
0.27,0.31,-1
0.23,0.64,-1
-0.89,0.85,-1
-0.42,-0.13,-1
-0.52,0.65,-1
-0.13,1,-1
0.15,0.46,-1
0.96,-0.97,1
0.31,-0.24,1
0.47,0.94,-1
-0.33,0.21,-1
-0.03,-0.57,1
0.64,-0.45,1
-0.34,0.13,-1
0.36,0.62,-1
-0.66,-0.52,-1
0.54,0.64,-1
-0.16,0.6,-1
-0.26,-0.09,-1
-0.9,-0.63,-1
0.05,0.04,1
0.32,-0.99,1
0.21,0.66,-1
-0.05,-0.69,1
0.57,0.68,-1
0.82,-0.98,1
-0.93,0.56,-1
0.78,-0.6,-1
0.53,0.15,-1
-0.97,0.25,-1
-0.52,-0.7,1
-0.87,0.62,-1
-0.77,-0.17,-1
-0.13,0.79,-1
-0.35,0.35,-1
-0.96,0.17,-1
0.93,0.24,-1
0.45,0.02,-1
-0.44,-0.46,1
-0.42,-0.42,1
-0.02,0.07,1
-0.58,0.21,-1
0.88,0.44,-1
-0.01,-0.69,1
-0.59,-0.04,-1
0.52,0.01,-1
-0.36,-0.06,1
0.33,-0.62,1
-0.58,-0.05,-1
-0.35,0.54,-1
-0.87,-0.49,-1
0.92,-0.07,-1
0.32,-0.19,1
0.56,0.8,-1
0.59,-0.79,1
-0.05,0.73,-1
0.49,-0.63,1
0.27,0.71,-1
-0.94,-0.88,-1
0.41,-0.22,1
0.34,-0.09,-1
-0.67,-0.17,-1
-0.47,-0.85,1
-0.83,0.72,-1
-0.88,0.3,-1
0.04,-0.75,1
-0.03,0.74,-1
0.83,0.01,-1
0.07,0.07,1
0.27,-0.52,1
0,0.82,-1
0.24,-0.86,1
-0.58,-0.32,-1
-0.59,-0.15,-1
-0.81,-0.02,-1
-0.81,-0.98,1
0.93,-0.01,-1
-0.98,-0.18,-1
0.84,0.89,-1
0.77,0.16,-1
-0.53,-0.85,1
-0.91,0.4,-1
-0.46,0.83,-1
0.15,-0.77,1
0.47,-0.57,1
0.08,-0.38,1
-0.05,-0.45,1
-0.44,-0.43,1
0.18,-0.59,1
-0.14,-0.83,1
0.03,-0.35,1
0.01,-0.26,1
0.14,0.28,-1
0.95,-0.58,-1
0.6,0.9,-1
-0.76,-0.02,-1
-0.09,0.93,-1
-0.44,-0.52,1
0.03,0.66,-1
0.39,-0.48,1
-0.09,0.55,-1
-0.41,-0.44,1
0.67,0.7,-1
-0.43,0.64,-1
0.71,0.24,-1
0.27,0.49,-1
0.47,-0.61,1
